,Flow ID, Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Flow Packets/s, Flow IAT Max,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd Header Length, Bwd Header Length, Min Packet Length, Packet Length Std, RST Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd,Active Mean, Active Max, Active Min, Inbound
55,"('59.166.0.1', '149.171.126.9', 24266, 41049, 17)",17,0.001413106918334961,4,0,162,130,146.0,16.0,0,0,0.0,0.0,2830.642146111017,0.001399993896484375,0.001413106918334961,0.000471035639444987,0.0006568739017120866,0.001399993896484375,5.0067901611328125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,130,16.0,0,0,0,0,146.0,146.0,0.0,0,0,0,0.000471035639444987,0.001399993896484375,5.0067901611328125e-06,0
56,"('149.171.126.9', '59.166.0.1', 41049, 24266, 17)",17,0.0007128715515136719,4,0,114,66,90.0,24.0,0,0,0.0,0.0,5611.109030100334,0.000701904296875,0.0007128715515136719,0.00023762385050455728,0.0003283016235144538,0.000701904296875,3.0994415283203125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,24.0,0,0,0,0,90.0,90.0,0.0,0,0,0,0.00023762385050455728,0.000701904296875,3.0994415283203125e-06,0
57,"('59.166.0.1', '149.171.126.9', 55385, 24033, 6)",6,0.0006778240203857422,4,0,70,66,68.0,2.0,0,0,0.0,0.0,5901.236721772775,0.0006678104400634766,0.0006778240203857422,0.00022594134012858072,0.0003124486369607611,0.0006678104400634766,5.0067901611328125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.00022594134012858072,0.0006678104400634766,5.0067901611328125e-06,0
58,"('149.171.126.9', '59.166.0.1', 24033, 55385, 6)",6,5.0067901611328125e-06,2,0,70,70,70.0,0.0,0,0,0.0,0.0,399457.5238095238,5.0067901611328125e-06,5.0067901611328125e-06,5.0067901611328125e-06,0.0,5.0067901611328125e-06,5.0067901611328125e-06,0.0,0.0,0.0,0.0,0.0,0,0,40,0,70,0.0,0,2,0,0,70.0,70.0,0.0,5792,0,0,5.0067901611328125e-06,5.0067901611328125e-06,5.0067901611328125e-06,0
59,"('59.166.0.2', '149.171.126.4', 62539, 53, 17)",17,1.6927719116210938e-05,2,0,80,80,80.0,0.0,0,0,0.0,0.0,118149.40845070423,1.6927719116210938e-05,1.6927719116210938e-05,1.6927719116210938e-05,0.0,1.6927719116210938e-05,1.6927719116210938e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,80,0.0,0,0,0,0,80.0,80.0,0.0,0,0,0,1.6927719116210938e-05,1.6927719116210938e-05,1.6927719116210938e-05,0
60,"('149.171.126.4', '59.166.0.2', 53, 62539, 17)",17,1.5020370483398438e-05,2,0,96,96,96.0,0.0,0,0,0.0,0.0,133152.50793650793,1.5020370483398438e-05,1.5020370483398438e-05,1.5020370483398438e-05,0.0,1.5020370483398438e-05,1.5020370483398438e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,96,0.0,0,0,0,0,96.0,96.0,0.0,0,0,0,1.5020370483398438e-05,1.5020370483398438e-05,1.5020370483398438e-05,0
61,"('59.166.0.2', '149.171.126.8', 20446, 80, 6)",6,0.0007798671722412109,4,0,70,66,68.0,2.0,0,0,0.0,0.0,5129.078569244879,0.0007650852203369141,0.0007798671722412109,0.00025995572408040363,0.00035718579696767815,0.0007650852203369141,5.0067901611328125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.00025995572408040363,0.0007650852203369141,5.0067901611328125e-06,0
62,"('149.171.126.8', '59.166.0.2', 80, 20446, 6)",6,1.0013580322265625e-05,2,0,70,70,70.0,0.0,0,0,0.0,0.0,199728.7619047619,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,0.0,1.0013580322265625e-05,1.0013580322265625e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,70,0.0,0,2,0,0,70.0,70.0,0.0,5792,0,0,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,0
63,"('59.166.0.7', '149.171.126.9', 18282, 5190, 6)",6,0.0008759498596191406,4,0,70,66,68.0,2.0,0,0,0.0,0.0,4566.4714207947745,0.0008528232574462891,0.0008759498596191406,0.00029198328653971356,0.0003966098776382822,0.0008528232574462891,5.0067901611328125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.00029198328653971356,0.0008528232574462891,5.0067901611328125e-06,0
64,"('149.171.126.9', '59.166.0.7', 5190, 18282, 6)",6,1.0013580322265625e-05,2,0,70,70,70.0,0.0,0,0,0.0,0.0,199728.7619047619,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,0.0,1.0013580322265625e-05,1.0013580322265625e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,70,0.0,0,2,0,0,70.0,70.0,0.0,5792,0,0,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,0
65,"('59.166.0.3', '149.171.126.2', 18990, 5190, 6)",6,0.0008389949798583984,4,0,70,66,68.0,2.0,0,0,0.0,0.0,4767.608979823814,0.0008170604705810547,0.0008389949798583984,0.0002796649932861328,0.0003800271493806424,0.0008170604705810547,5.0067901611328125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.0002796649932861328,0.0008170604705810547,5.0067901611328125e-06,0
66,"('149.171.126.2', '59.166.0.3', 5190, 18990, 6)",6,1.0013580322265625e-05,2,0,70,70,70.0,0.0,0,0,0.0,0.0,199728.7619047619,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,0.0,1.0013580322265625e-05,1.0013580322265625e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,70,0.0,0,2,0,0,70.0,70.0,0.0,5792,0,0,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,0
67,"('59.166.0.0', '149.171.126.1', 22848, 53, 17)",17,1.811981201171875e-05,2,0,87,87,87.0,0.0,0,0,0.0,0.0,110376.42105263157,1.811981201171875e-05,1.811981201171875e-05,1.811981201171875e-05,0.0,1.811981201171875e-05,1.811981201171875e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,87,0.0,0,0,0,0,87.0,87.0,0.0,0,0,0,1.811981201171875e-05,1.811981201171875e-05,1.811981201171875e-05,0
68,"('149.171.126.1', '59.166.0.0', 53, 22848, 17)",17,1.2874603271484375e-05,2,0,103,103,103.0,0.0,0,0,0.0,0.0,155344.59259259258,1.2874603271484375e-05,1.2874603271484375e-05,1.2874603271484375e-05,0.0,1.2874603271484375e-05,1.2874603271484375e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,103,0.0,0,0,0,0,103.0,103.0,0.0,0,0,0,1.2874603271484375e-05,1.2874603271484375e-05,1.2874603271484375e-05,0
69,"('59.166.0.0', '149.171.126.6', 60749, 25, 6)",6,0.0007188320159912109,4,0,70,66,68.0,2.0,0,0,0.0,0.0,5564.582421227197,0.0007090568542480469,0.0007188320159912109,0.0002396106719970703,0.00033194973475085527,0.0007090568542480469,3.814697265625e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.0002396106719970703,0.0007090568542480469,3.814697265625e-06,0
70,"('149.171.126.6', '59.166.0.0', 25, 60749, 6)",6,5.9604644775390625e-06,2,0,70,70,70.0,0.0,0,0,0.0,0.0,335544.32,5.9604644775390625e-06,5.9604644775390625e-06,5.9604644775390625e-06,0.0,5.9604644775390625e-06,5.9604644775390625e-06,0.0,0.0,0.0,0.0,0.0,0,0,40,0,70,0.0,0,2,0,0,70.0,70.0,0.0,5792,0,0,5.9604644775390625e-06,5.9604644775390625e-06,5.9604644775390625e-06,0
71,"('59.166.0.8', '149.171.126.9', 25100, 53, 17)",17,1.6927719116210938e-05,2,0,87,87,87.0,0.0,0,0,0.0,0.0,118149.40845070423,1.6927719116210938e-05,1.6927719116210938e-05,1.6927719116210938e-05,0.0,1.6927719116210938e-05,1.6927719116210938e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,87,0.0,0,0,0,0,87.0,87.0,0.0,0,0,0,1.6927719116210938e-05,1.6927719116210938e-05,1.6927719116210938e-05,0
72,"('149.171.126.9', '59.166.0.8', 53, 25100, 17)",17,1.5020370483398438e-05,2,0,103,103,103.0,0.0,0,0,0.0,0.0,133152.50793650793,1.5020370483398438e-05,1.5020370483398438e-05,1.5020370483398438e-05,0.0,1.5020370483398438e-05,1.5020370483398438e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,103,0.0,0,0,0,0,103.0,103.0,0.0,0,0,0,1.5020370483398438e-05,1.5020370483398438e-05,1.5020370483398438e-05,0
73,"('59.166.0.8', '149.171.126.9', 27163, 80, 6)",6,0.0007288455963134766,4,0,70,66,68.0,2.0,0,0,0.0,0.0,5488.130847235852,0.0007188320159912109,0.0007288455963134766,0.0002429485321044922,0.00033650043851097796,0.0007188320159912109,5.0067901611328125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.0002429485321044922,0.0007188320159912109,5.0067901611328125e-06,0
74,"('149.171.126.9', '59.166.0.8', 80, 27163, 6)",6,6.9141387939453125e-06,2,0,70,70,70.0,0.0,0,0,0.0,0.0,289262.3448275862,6.9141387939453125e-06,6.9141387939453125e-06,6.9141387939453125e-06,0.0,6.9141387939453125e-06,6.9141387939453125e-06,0.0,0.0,0.0,0.0,0.0,0,0,40,0,70,0.0,0,2,0,0,70.0,70.0,0.0,5792,0,0,6.9141387939453125e-06,6.9141387939453125e-06,6.9141387939453125e-06,0
75,"('59.166.0.8', '149.171.126.2', 24946, 53, 17)",17,1.811981201171875e-05,2,0,80,80,80.0,0.0,0,0,0.0,0.0,110376.42105263157,1.811981201171875e-05,1.811981201171875e-05,1.811981201171875e-05,0.0,1.811981201171875e-05,1.811981201171875e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,80,0.0,0,0,0,0,80.0,80.0,0.0,0,0,0,1.811981201171875e-05,1.811981201171875e-05,1.811981201171875e-05,0
76,"('149.171.126.2', '59.166.0.8', 53, 24946, 17)",17,1.3828277587890625e-05,2,0,96,96,96.0,0.0,0,0,0.0,0.0,144631.1724137931,1.3828277587890625e-05,1.3828277587890625e-05,1.3828277587890625e-05,0.0,1.3828277587890625e-05,1.3828277587890625e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,96,0.0,0,0,0,0,96.0,96.0,0.0,0,0,0,1.3828277587890625e-05,1.3828277587890625e-05,1.3828277587890625e-05,0
77,"('59.166.0.8', '149.171.126.0', 26731, 80, 6)",6,0.0007929801940917969,4,0,70,66,68.0,2.0,0,0,0.0,0.0,5044.262176788936,0.0007779598236083984,0.0007929801940917969,0.0002643267313639323,0.0003631991942661663,0.0007779598236083984,5.0067901611328125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.0002643267313639323,0.0007779598236083984,5.0067901611328125e-06,0
78,"('149.171.126.0', '59.166.0.8', 80, 26731, 6)",6,1.1920928955078125e-05,2,0,70,70,70.0,0.0,0,0,0.0,0.0,167772.16,1.1920928955078125e-05,1.1920928955078125e-05,1.1920928955078125e-05,0.0,1.1920928955078125e-05,1.1920928955078125e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,70,0.0,0,2,0,0,70.0,70.0,0.0,5792,0,0,1.1920928955078125e-05,1.1920928955078125e-05,1.1920928955078125e-05,0
79,"('59.166.0.2', '149.171.126.8', 26872, 53, 17)",17,1.0967254638671875e-05,2,0,80,80,80.0,0.0,0,0,0.0,0.0,182361.04347826086,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,0.0,1.0967254638671875e-05,1.0967254638671875e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,80,0.0,0,0,0,0,80.0,80.0,0.0,0,0,0,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,0
80,"('149.171.126.8', '59.166.0.2', 53, 26872, 17)",17,9.059906005859375e-06,2,0,96,96,96.0,0.0,0,0,0.0,0.0,220752.84210526315,9.059906005859375e-06,9.059906005859375e-06,9.059906005859375e-06,0.0,9.059906005859375e-06,9.059906005859375e-06,0.0,0.0,0.0,0.0,0.0,0,0,40,0,96,0.0,0,0,0,0,96.0,96.0,0.0,0,0,0,9.059906005859375e-06,9.059906005859375e-06,9.059906005859375e-06,0
81,"('59.166.0.2', '149.171.126.0', 58325, 80, 6)",6,0.0007770061492919922,4,0,70,66,68.0,2.0,0,0,0.0,0.0,5147.964406259589,0.0007619857788085938,0.0007770061492919922,0.0002590020497639974,0.00035567440643704976,0.0007619857788085938,4.0531158447265625e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.0002590020497639974,0.0007619857788085938,4.0531158447265625e-06,0
82,"('149.171.126.0', '59.166.0.2', 80, 58325, 6)",6,1.1920928955078125e-05,2,0,70,70,70.0,0.0,0,0,0.0,0.0,167772.16,1.1920928955078125e-05,1.1920928955078125e-05,1.1920928955078125e-05,0.0,1.1920928955078125e-05,1.1920928955078125e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,70,0.0,0,2,0,0,70.0,70.0,0.0,5792,0,0,1.1920928955078125e-05,1.1920928955078125e-05,1.1920928955078125e-05,0
83,"('175.45.176.2', '149.171.126.16', 23357, 80, 6)",6,0.24013900756835938,12,0,248,54,90.5,70.50354601011215,0,0,0.0,0.0,49.971056853743384,0.08799910545349121,0.24013900756835938,0.021830818869850853,0.029898493754360655,0.08799910545349121,1.0013580322265625e-05,0.0,0.0,0.0,0.0,0.0,2,0,240,0,54,70.50354601011215,0,10,0,0,90.5,90.5,0.0,16383,0,5,0.021830818869850853,0.08799910545349121,1.0013580322265625e-05,0
84,"('149.171.126.16', '175.45.176.2', 80, 23357, 6)",6,0.22011709213256836,24,0,1514,54,1078.6666666666667,633.508923027573,0,0,0.0,0.0,109.03287776283038,0.16867303848266602,0.22011709213256836,0.00957030835358993,0.03490148956515248,0.16867303848266602,1.9073486328125e-06,0.0,0.0,0.0,0.0,0.0,0,0,480,0,54,633.508923027573,0,24,0,0,1078.6666666666667,1078.6666666666667,0.0,16383,0,20,0.00957030835358993,0.16867303848266602,1.9073486328125e-06,0
85,"('59.166.0.5', '149.171.126.9', 28565, 53, 17)",17,1.6927719116210938e-05,2,0,80,80,80.0,0.0,0,0,0.0,0.0,118149.40845070423,1.6927719116210938e-05,1.6927719116210938e-05,1.6927719116210938e-05,0.0,1.6927719116210938e-05,1.6927719116210938e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,80,0.0,0,0,0,0,80.0,80.0,0.0,0,0,0,1.6927719116210938e-05,1.6927719116210938e-05,1.6927719116210938e-05,0
86,"('149.171.126.9', '59.166.0.5', 53, 28565, 17)",17,1.5020370483398438e-05,2,0,96,96,96.0,0.0,0,0,0.0,0.0,133152.50793650793,1.5020370483398438e-05,1.5020370483398438e-05,1.5020370483398438e-05,0.0,1.5020370483398438e-05,1.5020370483398438e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,96,0.0,0,0,0,0,96.0,96.0,0.0,0,0,0,1.5020370483398438e-05,1.5020370483398438e-05,1.5020370483398438e-05,0
87,"('59.166.0.5', '149.171.126.3', 51626, 80, 6)",6,0.0007748603820800781,4,0,70,66,68.0,2.0,0,0,0.0,0.0,5162.220307692308,0.0007598400115966797,0.0007748603820800781,0.0002582867940266927,0.0003546575714949416,0.0007598400115966797,5.0067901611328125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.0002582867940266927,0.0007598400115966797,5.0067901611328125e-06,0
88,,0,3.600120544433594e-05,0,2,0,0,0.0,0.0,70,70,70.0,0.0,55553.69536423841,3.600120544433594e-05,0.0,0.0,0.0,0.0,0.0,3.600120544433594e-05,3.600120544433594e-05,0.0,3.600120544433594e-05,3.600120544433594e-05,0,0,0,40,70,0.0,0,2,0,0,70.0,0.0,70.0,0,5792,0,3.600120544433594e-05,3.600120544433594e-05,3.600120544433594e-05,1
89,"('59.166.0.1', '149.171.126.1', 29704, 53, 17)",17,1.71661376953125e-05,2,0,80,80,80.0,0.0,0,0,0.0,0.0,116508.44444444444,1.71661376953125e-05,1.71661376953125e-05,1.71661376953125e-05,0.0,1.71661376953125e-05,1.71661376953125e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,80,0.0,0,0,0,0,80.0,80.0,0.0,0,0,0,1.71661376953125e-05,1.71661376953125e-05,1.71661376953125e-05,0
90,"('149.171.126.1', '59.166.0.1', 53, 29704, 17)",17,1.2874603271484375e-05,2,0,96,96,96.0,0.0,0,0,0.0,0.0,155344.59259259258,1.2874603271484375e-05,1.2874603271484375e-05,1.2874603271484375e-05,0.0,1.2874603271484375e-05,1.2874603271484375e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,96,0.0,0,0,0,0,96.0,96.0,0.0,0,0,0,1.2874603271484375e-05,1.2874603271484375e-05,1.2874603271484375e-05,0
91,"('59.166.0.1', '149.171.126.0', 50815, 80, 6)",6,0.0006890296936035156,4,0,70,66,68.0,2.0,0,0,0.0,0.0,5805.265051903114,0.0006749629974365234,0.0006890296936035156,0.00022967656453450522,0.0003148694040730383,0.0006749629974365234,5.0067901611328125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.00022967656453450522,0.0006749629974365234,5.0067901611328125e-06,0
92,"('149.171.126.0', '59.166.0.1', 80, 50815, 6)",6,1.0013580322265625e-05,2,0,70,70,70.0,0.0,0,0,0.0,0.0,199728.7619047619,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,0.0,1.0013580322265625e-05,1.0013580322265625e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,70,0.0,0,2,0,0,70.0,70.0,0.0,5792,0,0,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,0
93,"('59.166.0.6', '149.171.126.4', 5544, 22, 6)",6,0.0008189678192138672,4,0,70,66,68.0,2.0,0,0,0.0,0.0,4884.196797671034,0.0008029937744140625,0.0008189678192138672,0.00027298927307128906,0.00037477767664478845,0.0008029937744140625,5.0067901611328125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.00027298927307128906,0.0008029937744140625,5.0067901611328125e-06,0
94,"('149.171.126.4', '59.166.0.6', 22, 5544, 6)",6,5.0067901611328125e-06,2,0,70,70,70.0,0.0,0,0,0.0,0.0,399457.5238095238,5.0067901611328125e-06,5.0067901611328125e-06,5.0067901611328125e-06,0.0,5.0067901611328125e-06,5.0067901611328125e-06,0.0,0.0,0.0,0.0,0.0,0,0,40,0,70,0.0,0,2,0,0,70.0,70.0,0.0,5792,0,0,5.0067901611328125e-06,5.0067901611328125e-06,5.0067901611328125e-06,0
95,"('59.166.0.7', '149.171.126.4', 46719, 53, 17)",17,1.0967254638671875e-05,2,0,80,80,80.0,0.0,0,0,0.0,0.0,182361.04347826086,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,0.0,1.0967254638671875e-05,1.0967254638671875e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,80,0.0,0,0,0,0,80.0,80.0,0.0,0,0,0,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,0
96,"('149.171.126.4', '59.166.0.7', 53, 46719, 17)",17,7.867813110351562e-06,2,0,96,96,96.0,0.0,0,0,0.0,0.0,254200.24242424243,7.867813110351562e-06,7.867813110351562e-06,7.867813110351562e-06,0.0,7.867813110351562e-06,7.867813110351562e-06,0.0,0.0,0.0,0.0,0.0,0,0,40,0,96,0.0,0,0,0,0,96.0,96.0,0.0,0,0,0,7.867813110351562e-06,7.867813110351562e-06,7.867813110351562e-06,0
97,"('59.166.0.7', '149.171.126.4', 4567, 80, 6)",6,0.00074005126953125,4,0,70,66,68.0,2.0,0,0,0.0,0.0,5405.030927835051,0.0007281303405761719,0.00074005126953125,0.0002466837565104167,0.00034043503489519604,0.0007281303405761719,5.0067901611328125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.0002466837565104167,0.0007281303405761719,5.0067901611328125e-06,0
98,"('149.171.126.4', '59.166.0.7', 80, 4567, 6)",6,5.9604644775390625e-06,2,0,70,70,70.0,0.0,0,0,0.0,0.0,335544.32,5.9604644775390625e-06,5.9604644775390625e-06,5.9604644775390625e-06,0.0,5.9604644775390625e-06,5.9604644775390625e-06,0.0,0.0,0.0,0.0,0.0,0,0,40,0,70,0.0,0,2,0,0,70.0,70.0,0.0,5792,0,0,5.9604644775390625e-06,5.9604644775390625e-06,5.9604644775390625e-06,0
99,"('59.166.0.3', '149.171.126.9', 4192, 53, 17)",17,1.6927719116210938e-05,2,0,80,80,80.0,0.0,0,0,0.0,0.0,118149.40845070423,1.6927719116210938e-05,1.6927719116210938e-05,1.6927719116210938e-05,0.0,1.6927719116210938e-05,1.6927719116210938e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,80,0.0,0,0,0,0,80.0,80.0,0.0,0,0,0,1.6927719116210938e-05,1.6927719116210938e-05,1.6927719116210938e-05,0
100,"('149.171.126.9', '59.166.0.3', 53, 4192, 17)",17,1.1920928955078125e-05,2,0,96,96,96.0,0.0,0,0,0.0,0.0,167772.16,1.1920928955078125e-05,1.1920928955078125e-05,1.1920928955078125e-05,0.0,1.1920928955078125e-05,1.1920928955078125e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,96,0.0,0,0,0,0,96.0,96.0,0.0,0,0,0,1.1920928955078125e-05,1.1920928955078125e-05,1.1920928955078125e-05,0
101,"('59.166.0.3', '149.171.126.8', 6051, 80, 6)",6,0.0007600784301757812,4,0,70,66,68.0,2.0,0,0,0.0,0.0,5262.614805520702,0.0007500648498535156,0.0007600784301757812,0.00025335947672526043,0.00035122373759078354,0.0007500648498535156,5.0067901611328125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.00025335947672526043,0.0007500648498535156,5.0067901611328125e-06,0
102,"('149.171.126.8', '59.166.0.3', 80, 6051, 6)",6,7.867813110351562e-06,2,0,70,70,70.0,0.0,0,0,0.0,0.0,254200.24242424243,7.867813110351562e-06,7.867813110351562e-06,7.867813110351562e-06,0.0,7.867813110351562e-06,7.867813110351562e-06,0.0,0.0,0.0,0.0,0.0,0,0,40,0,70,0.0,0,2,0,0,70.0,70.0,0.0,5792,0,0,7.867813110351562e-06,7.867813110351562e-06,7.867813110351562e-06,0
103,"('59.166.0.9', '149.171.126.6', 5685, 53, 17)",17,1.71661376953125e-05,2,0,87,87,87.0,0.0,0,0,0.0,0.0,116508.44444444444,1.71661376953125e-05,1.71661376953125e-05,1.71661376953125e-05,0.0,1.71661376953125e-05,1.71661376953125e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,87,0.0,0,0,0,0,87.0,87.0,0.0,0,0,0,1.71661376953125e-05,1.71661376953125e-05,1.71661376953125e-05,0
104,"('149.171.126.6', '59.166.0.9', 53, 5685, 17)",17,1.5020370483398438e-05,2,0,103,103,103.0,0.0,0,0,0.0,0.0,133152.50793650793,1.5020370483398438e-05,1.5020370483398438e-05,1.5020370483398438e-05,0.0,1.5020370483398438e-05,1.5020370483398438e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,103,0.0,0,0,0,0,103.0,103.0,0.0,0,0,0,1.5020370483398438e-05,1.5020370483398438e-05,1.5020370483398438e-05,0
105,"('59.166.0.9', '149.171.126.1', 45285, 25, 6)",6,0.0007309913635253906,4,0,70,66,68.0,2.0,0,0,0.0,0.0,5472.020874103066,0.0007169246673583984,0.0007309913635253906,0.00024366378784179688,0.0003346548240050908,0.0007169246673583984,4.0531158447265625e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.00024366378784179688,0.0007169246673583984,4.0531158447265625e-06,0
106,"('149.171.126.1', '59.166.0.9', 25, 45285, 6)",6,1.0967254638671875e-05,2,0,70,70,70.0,0.0,0,0,0.0,0.0,182361.04347826086,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,0.0,1.0967254638671875e-05,1.0967254638671875e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,70,0.0,0,2,0,0,70.0,70.0,0.0,5792,0,0,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,0
107,"('59.166.0.7', '149.171.126.8', 6438, 53, 17)",17,1.811981201171875e-05,2,0,80,80,80.0,0.0,0,0,0.0,0.0,110376.42105263157,1.811981201171875e-05,1.811981201171875e-05,1.811981201171875e-05,0.0,1.811981201171875e-05,1.811981201171875e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,80,0.0,0,0,0,0,80.0,80.0,0.0,0,0,0,1.811981201171875e-05,1.811981201171875e-05,1.811981201171875e-05,0
108,"('149.171.126.8', '59.166.0.7', 53, 6438, 17)",17,1.2874603271484375e-05,2,0,96,96,96.0,0.0,0,0,0.0,0.0,155344.59259259258,1.2874603271484375e-05,1.2874603271484375e-05,1.2874603271484375e-05,0.0,1.2874603271484375e-05,1.2874603271484375e-05,0.0,0.0,0.0,0.0,0.0,0,0,40,0,96,0.0,0,0,0,0,96.0,96.0,0.0,0,0,0,1.2874603271484375e-05,1.2874603271484375e-05,1.2874603271484375e-05,0
109,"('59.166.0.7', '149.171.126.4', 8200, 80, 6)",6,0.0007619857788085938,4,0,70,66,68.0,2.0,0,0,0.0,0.0,5249.441802252816,0.0007519721984863281,0.0007619857788085938,0.00025399525960286457,0.00035212287035901605,0.0007519721984863281,5.0067901611328125e-06,0.0,0.0,0.0,0.0,0.0,0,0,80,0,66,2.0,0,2,0,0,68.0,68.0,0.0,5792,0,0,0.00025399525960286457,0.0007519721984863281,5.0067901611328125e-06,0
110,"('149.171.126.4', '59.166.0.7', 80, 8200, 6)",6,8.821487426757812e-06,2,0,70,70,70.0,0.0,0,0,0.0,0.0,226719.13513513515,8.821487426757812e-06,8.821487426757812e-06,8.821487426757812e-06,0.0,8.821487426757812e-06,8.821487426757812e-06,0.0,0.0,0.0,0.0,0.0,0,0,40,0,70,0.0,0,2,0,0,70.0,70.0,0.0,5792,0,0,8.821487426757812e-06,8.821487426757812e-06,8.821487426757812e-06,0
